customer_id,first_name,last_name,dob,gender,sin,phone,email,occupation,income_bracket,customer_segment,acquisition_channel,location_id,created_at,is_active
1377,Robert,Anderson,1970-11-06,Female,***-***-8580,(186) 664-4837,fjones@example.com,Lawyer,100K-200K,Emerging Affluent,Mobile App,237,2021-12-01,True
1378,Robin,Black,1972-08-28,Male,***-***-1967,(978) 231-4685,patricia73@example.org,Software Developer,30K-60K,Mass Market,Branch,213,2017-09-13,True
1379,Nancy,Rios,1998-11-08,Female,***-***-8941,673-940-7463,castillotina@example.org,Retail Worker,30K-60K,Mass Market,Online,188,2016-12-21,True
1380,Jane,Arnold,1967-01-17,Male,***-***-1992,154-972-1550 x330,friedmandarryl@example.org,Student,100K-200K,High Net Worth,Mobile App,185,2021-08-08,True
1381,David,Rowland,1943-11-17,Male,***-***-5276,1 (397) 355-8424,kristina81@example.org,Manager,30K-60K,Mass Market,Branch,57,2015-05-23,True
1382,Justin,Fisher,1970-11-08,Non-binary,***-***-8318,(847) 957-6165 x086,phillipfrank@example.net,Retired,60K-100K,Mass Market,Online,91,2019-01-29,True
1383,Gina,Young,1941-04-23,Female,***-***-8427,990.574.8862,kelly53@example.net,Accountant,100K-200K,Emerging Affluent,Branch,83,2017-08-28,True
1384,Bryce,Hart,1986-08-03,Male,***-***-7144,206.351.8526,tjohnson@example.org,Doctor,<30K,Mass Market,Branch,162,2017-08-06,True
1385,Vincent,Perkins,2007-08-12,Male,***-***-1645,816-400-1774 x394,suzanne61@example.com,Government Employee,30K-60K,Mass Market,Online,236,2016-12-08,True
1386,Jesse,Figueroa,1944-09-28,Female,***-***-4850,1-219-971-6353,milesamanda@example.com,Teacher,<30K,Mass Market,Referral,142,2021-07-29,True
1387,Jermaine,Cameron,1989-01-30,Female,***-***-7487,+1 (478) 127-6887,cynthia44@example.net,Student,30K-60K,Mass Market,Branch,73,2017-08-03,True
1388,David,Beasley,1966-04-17,Male,***-***-1396,751-456-4386,april75@example.org,Engineer,30K-60K,Mass Market,Online,229,2016-08-25,True
1389,Elizabeth,Gordon,1998-01-06,Female,***-***-9201,907 162 6134,lbaker@example.org,Retail Worker,<30K,Mass Market,Branch,244,2021-09-12,True
1390,Derek,Keller,1970-05-07,Female,***-***-7798,1 (540) 805-5941,hbishop@example.net,Doctor,30K-60K,Mass Market,Branch,102,2021-07-24,True
1391,Jason,Sims,1981-04-06,Female,***-***-7031,(234) 523-8401,jayreynolds@example.com,Doctor,30K-60K,Mass Market,Mobile App,93,2020-10-01,True
1392,James,Flores,1958-02-10,Male,***-***-7132,1 (380) 678-5535,brittany32@example.org,Doctor,30K-60K,Mass Market,Online,102,2020-10-27,True
1393,Brianna,Guerrero,1980-03-04,Female,***-***-8399,(814) 905-3922,jtaylor@example.net,Engineer,30K-60K,Mass Market,Online,217,2019-02-12,True
1394,Nathaniel,Whitaker,1951-06-21,Male,***-***-4368,(962) 966-8945,williamsjames@example.org,Manager,100K-200K,Emerging Affluent,Referral,239,2019-06-11,True
1395,Matthew,Cook,1999-05-03,Male,***-***-1890,169 388 4239,hfernandez@example.org,Retired,100K-200K,High Net Worth,Online,196,2016-11-29,True
1396,Ashley,Bean,1959-02-09,Female,***-***-6471,792.968.5122,ycole@example.net,Manager,100K-200K,Emerging Affluent,Online,235,2021-11-08,True
1397,Ariel,Griffin,1967-03-18,Female,***-***-5675,127.803.5693,zsmith@example.com,Construction Worker,30K-60K,Mass Market,Mobile App,114,2018-06-01,True
1398,Michael,Smith,1999-03-22,Male,***-***-5493,(120) 120-7024 x639,fowlerhaley@example.com,Government Employee,<30K,Mass Market,Branch,164,2021-01-15,True
1399,Timothy,Spence,1978-04-23,Male,***-***-7933,(205) 561-3425,imorrow@example.net,Student,60K-100K,Mass Market,Mobile App,70,2016-12-18,True
1400,David,Nguyen,1950-09-18,Male,***-***-8486,344 244 3370,angelajohns@example.com,Government Employee,60K-100K,Mass Market,Mobile App,103,2019-02-18,True
1401,Maria,Pittman,1963-12-15,Female,***-***-3860,659 005 9736,destiny72@example.net,Engineer,60K-100K,Emerging Affluent,Branch,236,2019-06-07,True
1402,Miranda,Lewis,1987-05-08,Female,***-***-8859,+1 (303) 970-1918,ssullivan@example.net,Teacher,100K-200K,Emerging Affluent,Referral,90,2019-07-28,True
1403,Kelly,Banks,2001-01-26,Male,***-***-3867,(422) 072-5658 x052,hunterkristi@example.net,Engineer,30K-60K,Mass Market,Online,62,2017-12-16,True
1404,Catherine,Merritt,1984-04-16,Male,***-***-5379,1 (429) 431-9231,gallagherkevin@example.com,Engineer,200K+,Private Banking,Referral,99,2017-03-02,True
1405,Tim,Thompson,1996-01-28,Female,***-***-8132,(912) 151-0061 x858,mcguirejohn@example.org,Doctor,30K-60K,Mass Market,Mobile App,176,2015-06-11,True
1406,Russell,Baker,1972-12-08,Male,***-***-8741,823-537-2019 x410,kaitlyn78@example.net,Doctor,60K-100K,Emerging Affluent,Branch,219,2019-12-14,True
1407,Daniel,Casey,1981-10-05,Male,***-***-7582,1 (885) 035-1425,zdavis@example.com,Retail Worker,60K-100K,Emerging Affluent,Online,139,2016-07-11,True
1408,Michael,Flores,1959-04-25,Male,***-***-8073,1-207-814-0028,mrivera@example.com,Teacher,<30K,Mass Market,Online,86,2020-11-10,True
1409,Alexandra,Morgan,1984-01-18,Male,***-***-1700,338.028.2465,odelgado@example.com,Retail Worker,30K-60K,Mass Market,Online,211,2015-05-03,True
1410,Craig,Mendoza,1959-09-06,Female,***-***-4372,939 250 6055,rebecca05@example.net,Business Owner,30K-60K,Mass Market,Referral,71,2016-11-03,True
1411,Jeremy,Hale,1965-04-29,Female,***-***-5173,(295) 626-5163,kari13@example.org,Government Employee,100K-200K,Emerging Affluent,Online,93,2017-10-19,True
1412,Angelica,Gray,1999-12-24,Female,***-***-7116,(805) 560-8524 x859,peteryoung@example.com,Doctor,60K-100K,Emerging Affluent,Mobile App,184,2019-12-08,True
1413,Mary,Taylor,1982-10-27,Non-binary,***-***-4699,675-124-6636 x384,hunter96@example.org,Retired,30K-60K,Mass Market,Online,90,2018-08-24,True
1414,Brandi,Maldonado,1984-09-04,Female,***-***-2766,+1 (251) 099-3003,khall@example.net,Software Developer,100K-200K,Emerging Affluent,Branch,69,2017-10-27,True
1415,Kevin,Bryant,2007-12-12,Female,***-***-4129,923-206-7166,randy07@example.org,Engineer,30K-60K,Mass Market,Branch,126,2017-09-06,True
1416,Tonya,Burke,1988-10-30,Female,***-***-7912,964 809 5978,vlewis@example.org,Retail Worker,30K-60K,Mass Market,Referral,53,2017-09-16,True
1417,Katelyn,Cantu,1984-07-21,Female,***-***-8838,(302) 006-5359,rebeccaosborne@example.com,Retired,30K-60K,Mass Market,Online,61,2016-03-12,True
1418,Richard,Ramirez,1980-09-05,Male,***-***-7287,1 (916) 088-5131,melissa79@example.com,Construction Worker,200K+,High Net Worth,Online,76,2020-12-28,True
1419,Jennifer,Fowler,1977-12-27,Non-binary,***-***-7225,459-470-9529,jeffrodriguez@example.com,Engineer,60K-100K,Emerging Affluent,Mobile App,245,2017-07-17,True
1420,Sharon,Crosby,2006-03-01,Female,***-***-2540,205.291.5830,katherine71@example.org,Software Developer,60K-100K,Emerging Affluent,Online,137,2021-05-09,True
1421,Malik,Randolph,1999-05-27,Female,***-***-4548,(677) 393-5341 x562,evelyn98@example.org,Lawyer,200K+,Private Banking,Online,53,2016-03-29,True
1422,Ryan,Campbell,1983-04-13,Male,***-***-3969,(364) 167-4645 x807,shanewillis@example.net,Software Developer,60K-100K,Emerging Affluent,Branch,195,2021-01-29,True
1423,Jamie,Shelton,1997-07-14,Female,***-***-9046,938-169-7969 x245,amanda45@example.com,Nurse,100K-200K,Emerging Affluent,Mobile App,126,2020-08-22,True
1424,Carolyn,Hayes,2000-09-26,Non-binary,***-***-2258,(564) 779-1806 x425,nicholasho@example.net,Manager,<30K,Mass Market,Online,114,2018-11-14,True
1425,Erik,Allen,1979-11-08,Male,***-***-3992,913.283.3604,kruegeranthony@example.com,Manager,100K-200K,High Net Worth,Branch,225,2015-03-12,True
1426,Breanna,Rivas,1991-03-09,Male,***-***-3694,+1 (379) 580-8218,chadnguyen@example.net,Nurse,60K-100K,Emerging Affluent,Branch,205,2019-04-12,True
1427,Max,Schmidt,1998-05-28,Female,***-***-7034,122 960 3850,alyssamacias@example.com,Retired,30K-60K,Mass Market,Online,158,2016-10-11,True
1428,Sandra,Gardner,1957-05-25,Male,***-***-6859,224-641-1960 x018,kurtmercado@example.com,Software Developer,30K-60K,Mass Market,Online,113,2021-10-01,True
1429,Wesley,Valentine,1990-11-13,Female,***-***-8308,381-040-7322,jennifer22@example.net,Retired,100K-200K,Emerging Affluent,Mobile App,146,2018-01-19,True
1430,John,Garcia,1941-05-09,Male,***-***-1651,(465) 272-9612 x627,anthony78@example.net,Manager,60K-100K,Emerging Affluent,Branch,127,2021-04-11,True
1431,Anna,Ford,1966-12-15,Male,***-***-5356,(804) 772-8015,randalljones@example.net,Lawyer,60K-100K,Mass Market,Online,128,2019-05-15,True
1432,Rachel,Velez,1996-02-24,Male,***-***-8778,1 (974) 566-4361,christopher72@example.net,Software Developer,<30K,Mass Market,Online,76,2021-02-01,True
1433,Marcus,Anderson,1994-07-21,Female,***-***-9353,(724) 015-8650,aaron71@example.org,Nurse,60K-100K,Emerging Affluent,Mobile App,68,2015-06-01,True
1434,Diana,Martinez,1977-06-06,Male,***-***-6926,271-647-0704 x544,alex35@example.org,Manager,200K+,Private Banking,Mobile App,155,2021-04-11,True
1435,Ashley,Porter,1981-07-15,Female,***-***-7122,+1 (535) 804-8744,brownscott@example.com,Truck Driver,30K-60K,Mass Market,Online,108,2019-07-18,True
1436,Kimberly,Phelps,1998-10-31,Female,***-***-3576,1-741-641-1486,danielle42@example.net,Manager,<30K,Mass Market,Online,124,2016-02-26,True
1437,Erin,Smith,1983-04-08,Female,***-***-3384,237.552.3440,richardmejia@example.net,Construction Worker,<30K,Mass Market,Online,145,2019-10-05,True
1438,Susan,Rios,1984-02-19,Female,***-***-6359,+1 (983) 197-0292,lisaabbott@example.org,Government Employee,30K-60K,Mass Market,Branch,171,2016-01-23,True
1439,April,Kelly,1993-08-04,Female,***-***-3248,+1 (188) 922-7825,wbrown@example.com,Software Developer,30K-60K,Mass Market,Branch,228,2021-10-06,True
1440,Robert,Hudson,1987-09-25,Male,***-***-5444,(553) 113-9805,zacharyoneill@example.net,Business Owner,30K-60K,Mass Market,Branch,182,2020-05-15,True
1441,Monique,Wagner,1974-08-02,Non-binary,***-***-4143,+1 (517) 391-4553,collierchristine@example.net,Business Owner,100K-200K,Emerging Affluent,Branch,224,2017-11-09,True
1442,Derek,Wilson,1945-12-26,Female,***-***-3281,625 076 8386,williamselizabeth@example.com,Construction Worker,30K-60K,Mass Market,Referral,126,2021-09-30,True
1443,Taylor,Bowers,2003-08-10,Male,***-***-9521,(494) 343-8304 x676,scottskinner@example.com,Nurse,60K-100K,Emerging Affluent,Branch,236,2016-03-05,True
1444,Nicole,Castaneda,1943-03-05,Male,***-***-9142,(354) 997-1639,megan24@example.net,Retail Worker,60K-100K,Mass Market,Branch,174,2018-03-01,True
1445,Christopher,Thomas,1983-04-15,Male,***-***-3038,1 (645) 007-7122,tinaolson@example.com,Truck Driver,100K-200K,Emerging Affluent,Mobile App,151,2017-09-03,True
1446,David,Anthony,2001-06-12,Non-binary,***-***-5539,687 341 2155,tarnold@example.net,Doctor,30K-60K,Mass Market,Online,101,2018-02-26,True
1447,Michael,Mendoza,1979-09-04,Male,***-***-6130,(754) 125-1885 x711,onolan@example.net,Teacher,200K+,High Net Worth,Branch,82,2017-04-28,True
1448,Jacob,Phillips,2006-07-30,Female,***-***-5397,+1 (781) 477-4127,brendamoses@example.org,Nurse,100K-200K,High Net Worth,Referral,241,2015-01-16,True
1449,Dean,Lindsey,1942-06-19,Male,***-***-5541,800 347 0625,gwalker@example.net,Accountant,30K-60K,Mass Market,Online,110,2015-08-14,True
1450,Holly,White,1996-12-26,Male,***-***-1376,1 (720) 059-5393,xpeters@example.com,Doctor,60K-100K,Emerging Affluent,Online,246,2018-10-22,True
1451,Nancy,Pope,1949-05-29,Female,***-***-2493,(175) 219-1527,troberts@example.com,Lawyer,100K-200K,Emerging Affluent,Referral,120,2021-12-18,True
1452,Martin,Hicks,1997-06-13,Female,***-***-3843,1 (481) 396-3835,randycannon@example.org,Government Employee,<30K,Mass Market,Branch,78,2018-12-12,True
1453,John,Knapp,2006-09-16,Male,***-***-4804,575.792.3316,patrickosborne@example.net,Teacher,60K-100K,Mass Market,Mobile App,155,2021-06-08,True
1454,Michael,Smith,1981-03-18,Male,***-***-9868,(281) 547-4456,parkskelsey@example.org,Construction Worker,30K-60K,Mass Market,Branch,223,2019-12-02,True
1455,Jacob,Dyer,1969-12-21,Female,***-***-8244,1 (312) 225-9613,stevensnathaniel@example.org,Lawyer,100K-200K,Emerging Affluent,Branch,87,2021-07-22,True
1456,Zoe,Collins,1978-03-06,Male,***-***-6148,1 (559) 951-7925,wmartin@example.com,Retail Worker,60K-100K,Emerging Affluent,Online,114,2019-12-16,True
1457,Kristin,Harris,1988-07-15,Female,***-***-4998,772.166.0678,snyderdevin@example.net,Retired,100K-200K,High Net Worth,Referral,166,2015-01-08,True
1458,Austin,Spence,1955-07-01,Male,***-***-8296,1-289-084-9135,kristineevans@example.net,Government Employee,<30K,Mass Market,Online,162,2018-02-15,True
1459,Andrew,Roberts,1980-09-25,Male,***-***-9473,919 352 4260,holly23@example.com,Lawyer,30K-60K,Mass Market,Online,101,2017-04-10,True
1460,Charlotte,Moore,1952-01-22,Female,***-***-2513,740-829-8256,petersenkathy@example.org,Lawyer,200K+,High Net Worth,Referral,63,2015-09-29,True
1461,Matthew,Morris,1973-08-28,Male,***-***-4047,(674) 880-2243 x306,vle@example.org,Manager,60K-100K,Mass Market,Online,93,2019-06-23,True
1462,Austin,Davis,1951-08-27,Female,***-***-3882,1-448-000-1685,kim67@example.org,Accountant,30K-60K,Mass Market,Online,159,2017-12-16,True
1463,Robert,Becker,2001-06-02,Male,***-***-2663,318 504 5074,sheath@example.com,Accountant,30K-60K,Mass Market,Mobile App,96,2020-12-27,True
1464,Patrick,Adams,1983-12-17,Female,***-***-4060,(310) 489-7967 x280,michaelwallace@example.org,Manager,100K-200K,Emerging Affluent,Referral,134,2019-04-15,True
1465,Jeremy,Adams,1989-04-07,Male,***-***-3211,(463) 952-8605,coryphillips@example.org,Nurse,100K-200K,Emerging Affluent,Branch,90,2015-12-19,True
1466,Taylor,Russo,1955-12-22,Male,***-***-8453,1 (114) 016-9066,tracy20@example.com,Nurse,30K-60K,Mass Market,Referral,233,2019-06-05,True
1467,Ashley,Khan,1982-04-15,Male,***-***-8549,214.095.3228,fbaker@example.org,Doctor,60K-100K,Emerging Affluent,Referral,224,2015-10-12,True
1468,Joseph,Harrington,1972-08-31,Female,***-***-9514,788-792-4729,fbrown@example.com,Retail Worker,60K-100K,Emerging Affluent,Referral,198,2020-06-09,True
1469,Michelle,Williams,1944-07-07,Female,***-***-9187,1 (721) 284-3949,whitneysmith@example.com,Nurse,60K-100K,Emerging Affluent,Mobile App,103,2019-06-08,True
1470,Michael,Camacho,1942-09-09,Male,***-***-5907,670-622-1653,paulharris@example.org,Retail Worker,200K+,Private Banking,Branch,175,2021-01-08,True
1471,Monica,Silva,1961-10-29,Female,***-***-3291,(549) 427-8199,amy67@example.org,Retired,<30K,Mass Market,Referral,152,2019-01-12,True
1472,Rhonda,Odonnell,1996-11-08,Male,***-***-8621,283-179-9941 x611,millerdamon@example.org,Retail Worker,<30K,Mass Market,Mobile App,169,2018-11-12,True
1473,Sara,West,1974-01-06,Male,***-***-7128,+1 (984) 225-0393,lloydjennifer@example.net,Engineer,200K+,Private Banking,Online,149,2021-06-14,True
1474,John,Schultz,1968-10-27,Female,***-***-1663,(329) 464-4997,ewolfe@example.net,Government Employee,100K-200K,Emerging Affluent,Mobile App,173,2017-09-25,True
1475,Sharon,Kirk,1966-12-29,Male,***-***-5417,754-215-7776 x428,matthewmoore@example.com,Engineer,30K-60K,Mass Market,Branch,106,2017-11-22,True
1476,Tiffany,Morales,1994-05-13,Male,***-***-6350,282 036 2586,cpierce@example.org,Accountant,30K-60K,Mass Market,Online,183,2020-11-29,True
1477,Frank,Mcconnell,2001-08-26,Female,***-***-9978,462 886 6263,marcmartinez@example.org,Student,100K-200K,Emerging Affluent,Referral,180,2021-02-28,True
1478,Douglas,Gamble,2007-05-04,Male,***-***-5376,997.736.4819,miguel25@example.com,Nurse,200K+,Private Banking,Branch,101,2015-08-17,True
1479,David,Martinez,1964-11-15,Female,***-***-4186,1-297-281-6339,brianjackson@example.com,Truck Driver,30K-60K,Mass Market,Online,157,2020-11-03,True
1480,Sarah,Williams,1990-10-23,Male,***-***-2085,919-366-8660 x300,garneralexandra@example.net,Nurse,100K-200K,Emerging Affluent,Mobile App,118,2019-05-14,True
1481,Jeff,Reeves,1987-06-01,Female,***-***-2871,+1 (904) 128-1258,smithtodd@example.org,Teacher,100K-200K,High Net Worth,Referral,138,2017-11-22,True
1482,Austin,Wang,2001-06-21,Female,***-***-6416,1-650-880-1803,williamschristopher@example.net,Retired,200K+,High Net Worth,Referral,185,2020-05-22,True
1483,John,West,1972-03-05,Female,***-***-5018,+1 (944) 953-9259,trevor29@example.net,Manager,60K-100K,Emerging Affluent,Mobile App,162,2020-09-18,True
1484,Jennifer,Jennings,1942-01-09,Male,***-***-5920,(127) 194-7896,joshua95@example.com,Construction Worker,30K-60K,Mass Market,Mobile App,78,2015-10-18,True
1485,Michael,Burns,1993-06-12,Male,***-***-3510,1-991-090-8119,nicholas68@example.com,Government Employee,60K-100K,Emerging Affluent,Branch,189,2020-11-17,True
1486,Katherine,Rodriguez,1979-01-25,Male,***-***-8883,1 (501) 925-2104,jonessandra@example.org,Government Employee,30K-60K,Mass Market,Referral,249,2017-01-01,True
1487,Ashley,Lyons,1977-03-14,Male,***-***-1501,+1 (189) 959-3373,mccoyscott@example.org,Retail Worker,100K-200K,High Net Worth,Mobile App,81,2021-09-14,True
1488,Charlotte,Escobar,1973-09-28,Male,***-***-8046,(660) 947-3721,bishopchristine@example.com,Business Owner,60K-100K,Emerging Affluent,Branch,113,2017-01-16,True
1489,Manuel,Parsons,2008-01-26,Male,***-***-2345,(154) 566-4668,walkerheather@example.com,Teacher,30K-60K,Mass Market,Referral,53,2020-05-23,True
1490,Daniel,Sanders,1986-03-01,Female,***-***-3488,321-204-0110 x577,corey86@example.net,Engineer,30K-60K,Mass Market,Branch,96,2020-11-18,True
1491,Greg,Johnson,1948-11-17,Female,***-***-2433,371 520 1433,gbauer@example.org,Engineer,30K-60K,Mass Market,Branch,130,2017-05-06,True
1492,Kevin,Boyer,1948-09-08,Female,***-***-4149,1-964-100-1585,anna71@example.org,Construction Worker,<30K,Mass Market,Branch,151,2020-09-04,True
1493,Thomas,Simmons,1954-01-09,Male,***-***-5660,+1 (345) 035-2802,brendakelley@example.com,Nurse,60K-100K,Mass Market,Branch,206,2021-08-12,True
1494,Maria,Davila,2000-10-17,Male,***-***-5648,781.744.3373,brandy19@example.com,Engineer,30K-60K,Mass Market,Online,137,2020-01-26,True
1495,Raymond,Jones,1943-06-13,Male,***-***-7571,903 886 2158,oliviamosley@example.com,Truck Driver,60K-100K,Emerging Affluent,Mobile App,111,2018-05-22,True
1496,Christopher,Lopez,1992-10-16,Female,***-***-1602,(874) 167-6018 x333,james46@example.com,Teacher,100K-200K,Emerging Affluent,Branch,81,2017-06-05,True
1497,Grant,Bryant,1957-03-13,Male,***-***-6242,516.089.5246,mcclainnatalie@example.com,Lawyer,200K+,High Net Worth,Branch,174,2016-03-04,True
1498,Regina,Lutz,1965-05-03,Female,***-***-4436,(696) 794-0873 x995,dylanflynn@example.org,Government Employee,<30K,Mass Market,Online,59,2019-10-15,True
1499,Vanessa,Glenn,1998-10-02,Female,***-***-7382,299-018-3426 x542,jfuller@example.org,Nurse,30K-60K,Mass Market,Mobile App,169,2016-09-01,True
1500,William,Smith,1988-08-14,Male,***-***-7919,413.983.5563,andrewrodriguez@example.net,Retired,30K-60K,Mass Market,Branch,243,2018-02-06,True
1501,Pedro,Greene,1942-12-20,Male,***-***-8977,720-631-8191,rphillips@example.org,Government Employee,60K-100K,Mass Market,Mobile App,88,2019-10-22,True
1502,Stacey,Chapman,1946-12-27,Male,***-***-3957,1-603-010-4759,stephaniedominguez@example.org,Truck Driver,<30K,Mass Market,Branch,53,2017-06-03,True
1503,Erica,Trujillo,1966-04-05,Female,***-***-9209,(991) 434-2843,uthomas@example.org,Manager,60K-100K,Emerging Affluent,Branch,136,2017-02-13,True
1504,Antonio,Richards,1967-07-12,Female,***-***-4222,687-759-9479,michael67@example.org,Truck Driver,100K-200K,Emerging Affluent,Referral,238,2018-04-27,True
1505,Laura,Travis,1980-11-10,Female,***-***-1729,1 (337) 288-3023,whitekathryn@example.net,Accountant,60K-100K,Emerging Affluent,Branch,155,2018-03-25,True
1506,Chelsea,Stuart,1962-06-21,Male,***-***-4783,+1 (415) 598-9120,russellbryant@example.com,Government Employee,200K+,High Net Worth,Branch,202,2021-10-17,True
1507,Stephen,Mata,1977-10-04,Female,***-***-5163,+1 (869) 460-7735,ismith@example.net,Truck Driver,30K-60K,Mass Market,Branch,186,2018-10-14,True
1508,Ronald,Mcdonald,1986-03-16,Male,***-***-2246,504-533-4201 x556,nathanielrivas@example.org,Construction Worker,30K-60K,Mass Market,Mobile App,188,2015-09-07,True
1509,Elizabeth,Gardner,1941-08-03,Female,***-***-6016,1 (189) 828-6730,stephanie18@example.net,Construction Worker,60K-100K,Mass Market,Online,64,2016-03-05,True
1510,Kenneth,Walters,2007-12-17,Female,***-***-7373,(430) 705-5444,amanda95@example.net,Doctor,60K-100K,Emerging Affluent,Referral,96,2016-02-20,True
1511,Brandy,Butler,1971-05-16,Female,***-***-1338,632-297-7661 x015,nicolehernandez@example.net,Teacher,30K-60K,Mass Market,Branch,242,2017-05-06,True
1512,Timothy,Davis,1986-05-05,Male,***-***-3685,570-256-0318,samuel51@example.org,Retail Worker,30K-60K,Mass Market,Branch,124,2020-04-17,True
1513,Jeffrey,Hobbs,1949-05-13,Female,***-***-1054,228-799-1009 x515,normansloan@example.net,Manager,60K-100K,Emerging Affluent,Branch,248,2019-11-04,True
1514,Jamie,Cruz,1974-11-08,Male,***-***-9758,1-532-665-1913,iweber@example.org,Software Developer,100K-200K,Emerging Affluent,Online,174,2021-08-13,True
1515,Zachary,Salazar,1964-06-30,Male,***-***-4101,1-457-928-4308,dillonfitzpatrick@example.net,Doctor,30K-60K,Mass Market,Mobile App,236,2020-01-05,True
1516,Yolanda,Brown,1985-01-21,Male,***-***-3388,976 520 6773,paige47@example.net,Retail Worker,100K-200K,High Net Worth,Branch,227,2021-09-03,True
1517,Tyler,Hicks,1973-11-02,Female,***-***-8084,+1 (364) 680-7022,huntsara@example.net,Teacher,60K-100K,Emerging Affluent,Mobile App,249,2016-04-24,True
1518,Lacey,Zimmerman,1961-02-10,Female,***-***-2096,1 (124) 366-1281,kelly64@example.org,Student,30K-60K,Mass Market,Branch,219,2019-08-17,False
1519,Elizabeth,Bell,1991-07-22,Male,***-***-1687,(699) 870-2679 x456,zmoore@example.com,Engineer,100K-200K,Emerging Affluent,Online,51,2020-06-19,True
1520,Bobby,Miller,1949-04-12,Female,***-***-1121,+1 (466) 510-5146,davisjoseph@example.net,Retail Worker,<30K,Mass Market,Mobile App,72,2018-03-14,True
1521,Bobby,Melendez,1971-06-07,Male,***-***-6582,+1 (211) 814-1159,phillipgray@example.com,Teacher,<30K,Mass Market,Online,59,2020-07-19,True
1522,Sheri,Hill,1953-01-05,Male,***-***-2746,(469) 882-9459 x790,andrea37@example.com,Engineer,60K-100K,Mass Market,Mobile App,221,2020-01-12,False
1523,Julie,Rodriguez,1984-04-28,Male,***-***-7750,(844) 131-8488 x688,bsanchez@example.com,Teacher,<30K,Mass Market,Mobile App,144,2015-01-24,True
1524,Nicholas,Harris,1994-01-06,Male,***-***-2524,(359) 898-6683,nobrien@example.org,Business Owner,30K-60K,Mass Market,Branch,185,2020-04-13,True
1525,Randall,Foster,1985-07-20,Male,***-***-3027,+1 (470) 004-6196,thomasreed@example.com,Nurse,100K-200K,Emerging Affluent,Online,200,2019-01-24,True
1526,David,Gentry,1991-01-19,Female,***-***-2305,368-859-0841 x282,christopherbrown@example.org,Construction Worker,30K-60K,Mass Market,Referral,198,2021-11-27,True
1527,Nancy,Frazier,1979-08-06,Male,***-***-1667,607-162-1862,jamesjanice@example.org,Accountant,60K-100K,Emerging Affluent,Mobile App,158,2015-03-23,True
1528,Cynthia,Kelley,1972-12-19,Female,***-***-1065,878.863.7494,hinesderek@example.org,Teacher,30K-60K,Mass Market,Mobile App,61,2019-06-20,True
1529,Judy,Roberts,1978-03-14,Female,***-***-5056,+1 (444) 205-8345,bdavis@example.com,Teacher,30K-60K,Mass Market,Branch,98,2021-07-08,True
1530,Frank,Williamson,2003-06-28,Male,***-***-3075,1-821-371-2344,hmatthews@example.org,Nurse,60K-100K,Emerging Affluent,Referral,225,2015-01-02,True
1531,Amber,Mendez,1999-04-29,Female,***-***-4072,886 296 9235,elee@example.com,Software Developer,200K+,High Net Worth,Online,66,2020-08-22,True
1532,Andrew,Burnett,1965-05-03,Male,***-***-7742,(180) 540-2040,duncangina@example.org,Government Employee,60K-100K,Mass Market,Online,119,2017-01-15,True
1533,Tiffany,Merritt,1953-12-27,Female,***-***-2877,263-175-7918,marshalljames@example.com,Truck Driver,100K-200K,Emerging Affluent,Online,242,2017-03-01,True
1534,Allison,Jimenez,1969-08-10,Female,***-***-3170,845-304-7645,harrisamy@example.org,Student,<30K,Mass Market,Branch,114,2019-07-08,True
1535,Donald,Adams,1945-02-25,Female,***-***-1046,(379) 944-4195 x559,judith44@example.org,Retired,60K-100K,Emerging Affluent,Branch,79,2017-07-25,True
1536,Victoria,Lucas,1990-05-21,Female,***-***-3019,1 (127) 251-8318,buchanandebra@example.org,Business Owner,<30K,Mass Market,Online,156,2015-10-24,True
1537,Dan,Fritz,1997-08-20,Male,***-***-7376,471 160 2056,mariesmith@example.org,Retail Worker,60K-100K,Mass Market,Branch,221,2018-08-12,True
1538,Nicholas,Walker,1964-11-27,Male,***-***-8099,(169) 784-2332 x670,aford@example.com,Software Developer,60K-100K,Mass Market,Branch,66,2018-08-07,True
1539,Paige,Martin,1972-12-12,Male,***-***-3900,(114) 765-7322 x059,jessejohnson@example.net,Truck Driver,60K-100K,Mass Market,Referral,172,2020-05-12,True
1540,Billy,Davies,1969-09-11,Male,***-***-5515,+1 (241) 401-0681,lisalarson@example.org,Business Owner,60K-100K,Emerging Affluent,Online,150,2021-12-16,True
1541,Brittany,Martinez,1954-10-06,Female,***-***-7300,699 560 1597,fgonzalez@example.com,Manager,60K-100K,Mass Market,Mobile App,192,2015-12-11,True
1542,Samantha,Gonzalez,1997-09-28,Female,***-***-5453,373-065-7130,rickyjimenez@example.net,Business Owner,100K-200K,High Net Worth,Referral,130,2017-07-30,True
1543,Destiny,Mcpherson,1957-06-21,Male,***-***-5002,717 760 4808,tamara45@example.com,Construction Worker,<30K,Mass Market,Mobile App,193,2018-05-23,True
1544,Larry,Marks,1957-12-11,Non-binary,***-***-1055,611.270.5057,wdavis@example.org,Nurse,60K-100K,Emerging Affluent,Mobile App,134,2016-11-08,True
1545,Crystal,Williamson,1987-08-15,Male,***-***-6019,205.939.0612,andrewbrown@example.net,Student,100K-200K,Emerging Affluent,Referral,115,2017-02-04,True
1546,Jason,Ware,1976-01-06,Female,***-***-6847,675-925-4775,garybrown@example.com,Teacher,30K-60K,Mass Market,Online,210,2020-06-08,True
